Year,Trial,MOA,State,tResponse_ratio,Rep,n,Treat,combinedMOA,Group,numberofgroup
2021,37,M1,Oregon,-0.509165655,2,5,Treated,M1Non-treated,3,2
2021,37,M1,Oregon,-0.492538472,3,5,Treated,M1Non-treated,3,2
2021,37,M1,Oregon,0.302871647,4,5,Treated,M1Non-treated,3,2
2021,37,M1,Oregon,-0.224062151,5,5,Treated,M1Non-treated,3,2
2021,37,Non-treated,Oregon,0,1,5,Treated,M1Non-treated,3,2
2021,37,Non-treated,Oregon,0,2,5,Treated,M1Non-treated,3,2
2021,37,Non-treated,Oregon,0,3,5,Treated,M1Non-treated,3,2
2021,37,Non-treated,Oregon,0,4,5,Treated,M1Non-treated,3,2
2021,37,Non-treated,Oregon,0,5,5,Treated,M1Non-treated,3,2
2021,38,Non-treated,Oregon,0,1,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,Non-treated,Oregon,0,2,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,Non-treated,Oregon,0,3,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,Non-treated,Oregon,0,5,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,P07,Oregon,-1.413760606,1,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,P07,Oregon,-0.762113385,2,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,P07,Oregon,0,3,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,P07,Oregon,-0.251225535,5,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,U17,Oregon,-1.664986142,1,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,U17,Oregon,-0.762113385,2,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,U17,Oregon,-0.451966942,3,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,U17,Oregon,-0.251225535,5,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-1.664986142,1,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-0.762113385,2,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-0.451966942,3,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-0.251225535,5,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-1.664986142,1,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-0.762113385,2,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-0.451966942,3,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,49_4,Oregon,-0.251225535,5,10,Treated,44049_4Non-treatedP07U17,7,6
2021,38,4,Oregon,-1.664986142,1,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,4,Oregon,-0.310146443,2,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,4,Oregon,-0.451966942,3,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,4,Oregon,-0.251225535,5,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,40,Oregon,-1.664986142,1,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,40,Oregon,-0.310146443,2,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,40,Oregon,0.310146443,3,5,Treated,44049_4Non-treatedP07U17,7,6
2021,38,40,Oregon,-0.251225535,5,5,Treated,44049_4Non-treatedP07U17,7,6
2022,39,Non-treated,Oregon,0,1,5,Non-treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,Non-treated,Oregon,0,2,5,Non-treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,Non-treated,Oregon,0,3,5,Non-treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,Non-treated,Oregon,0,4,5,Non-treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,Non-treated,Oregon,0,5,5,Non-treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,39,Oregon,0.038321975,1,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,39,Oregon,0.138195166,2,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,39,Oregon,-0.550676555,3,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,39,Oregon,-0.153512952,4,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,39,Oregon,0.067307477,5,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,U17,Oregon,-0.834131133,1,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,U17,Oregon,0.346103679,2,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,U17,Oregon,0.113081639,3,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,U17,Oregon,-0.448239438,4,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,U17,Oregon,0.026811858,5,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_40,Oregon,-0.895408468,1,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_40,Oregon,-0.590613494,2,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_40,Oregon,-0.134702265,3,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_40,Oregon,-0.96364572,4,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_40,Oregon,-0.495771158,5,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-5.7637964,1,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-5.05907238,2,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-4.804681377,3,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-5.112553466,4,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-4.515903756,5,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-5.7637964,1,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-5.05907238,2,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-5.172375387,3,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-5.313205979,4,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,49_4,Oregon,-4.784151452,5,10,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,4,Oregon,-5.563143887,1,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,4,Oregon,-4.69137837,2,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,4,Oregon,-4.971722874,3,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,4,Oregon,-5.112553466,4,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,4,Oregon,-5.151845463,5,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,40,Oregon,-0.606659031,1,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,40,Oregon,-0.536078009,2,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,40,Oregon,-0.075902516,3,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,40,Oregon,-0.330361291,4,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,40,Oregon,-0.187448192,5,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,M1,Oregon,0.105186339,1,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,M1,Oregon,0.467265426,2,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,M1,Oregon,-0.175914747,3,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,M1,Oregon,-0.052822075,4,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,39,M1,Oregon,0.114292661,5,5,Treated,4394049_449_40M1Non-treatedU17,11,8
2022,40,Non-treated,Oregon,0,1,5,Non-treated,4394049_449_40Non-treatedU17,10,7
2022,40,Non-treated,Oregon,0,2,5,Non-treated,4394049_449_40Non-treatedU17,10,7
2022,40,Non-treated,Oregon,0,3,5,Non-treated,4394049_449_40Non-treatedU17,10,7
2022,40,Non-treated,Oregon,0,4,5,Non-treated,4394049_449_40Non-treatedU17,10,7
2022,40,Non-treated,Oregon,0,5,5,Non-treated,4394049_449_40Non-treatedU17,10,7
2022,40,39,Oregon,-0.534082486,1,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,39,Oregon,-2.197224577,2,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,39,Oregon,-1.778856064,3,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,39,Oregon,-2.738355551,4,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,39,Oregon,-0.710241614,5,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,U17,Oregon,-0.534082486,1,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,U17,Oregon,-1.098612289,2,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,U17,Oregon,-1.299282984,3,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,U17,Oregon,-1.806797347,4,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,U17,Oregon,-0.710241614,5,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_40,Oregon,-1.757857918,1,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_40,Oregon,-2.197224577,2,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_40,Oregon,-2.146580845,3,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_40,Oregon,-3.693866996,4,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_40,Oregon,-2.131627295,5,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-1.170071253,1,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-0.587786665,2,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-2.734367509,3,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-1.747956847,4,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,0.388370675,5,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-1.170071253,1,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-1.098612289,2,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-1.778856064,3,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-2.470091564,4,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,49_4,Oregon,-1.2443241,5,10,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,4,Oregon,-1.170071253,1,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,4,Oregon,-0.587786665,2,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,4,Oregon,1.045266308,3,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,4,Oregon,-2.738355551,4,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,4,Oregon,0.926408862,5,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,40,Oregon,-1.170071253,1,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,40,Oregon,-0.973449146,2,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,40,Oregon,-2.146580845,3,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,40,Oregon,-3.693866996,4,5,Treated,4394049_449_40Non-treatedU17,10,7
2022,40,40,Oregon,-2.131627295,5,5,Treated,4394049_449_40Non-treatedU17,10,7
2023,41,Non-treated,Oregon,0,1,5,Treated,BMM1Non-treated,4,3
2023,41,Non-treated,Oregon,0,2,5,Treated,BMM1Non-treated,4,3
2023,41,Non-treated,Oregon,0,3,5,Treated,BMM1Non-treated,4,3
2023,41,Non-treated,Oregon,0,4,5,Treated,BMM1Non-treated,4,3
2023,41,Non-treated,Oregon,0,5,5,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.403513888,1,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.457690369,2,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.396654478,3,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.13209907,4,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.086111692,5,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.716269598,1,30,Non-treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.013889112,2,30,Non-treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.354479553,3,30,Non-treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.013468217,4,30,Non-treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-1.01325244,5,30,Non-treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.663471412,1,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.365031539,2,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.080042708,3,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.335037859,4,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.531949255,5,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.278871443,1,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.30888428,2,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.233614851,3,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.496436886,4,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-1.225096436,5,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.363667979,1,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.30888428,2,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.233614851,3,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.05529864,4,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.885419068,5,30,Treated,BMM1Non-treated,4,3
2023,41,M1,Oregon,0.105360516,1,5,Treated,BMM1Non-treated,4,3
2023,41,M1,Oregon,-0.150660275,2,5,Treated,BMM1Non-treated,4,3
2023,41,M1,Oregon,0.478737309,3,5,Treated,BMM1Non-treated,4,3
2023,41,M1,Oregon,-0.4746969,4,5,Treated,BMM1Non-treated,4,3
2023,41,M1,Oregon,-0.456237433,5,5,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.141540172,1,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.860201265,2,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,0.712691777,3,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.372567405,4,30,Treated,BMM1Non-treated,4,3
2023,41,BM,Oregon,-0.329237743,5,30,Treated,BMM1Non-treated,4,3
2023,42,Non-treated,Oregon,0,1,5,Treated,49_4Non-treated,5,2
2023,42,Non-treated,Oregon,0,2,5,Treated,49_4Non-treated,5,2
2023,42,Non-treated,Oregon,0,3,5,Treated,49_4Non-treated,5,2
2023,42,Non-treated,Oregon,0,4,5,Treated,49_4Non-treated,5,2
2023,42,Non-treated,Oregon,0,5,5,Treated,49_4Non-treated,5,2
2023,42,49_4,Oregon,-3.098589659,1,5,Treated,49_4Non-treated,5,2
2023,42,49_4,Oregon,-2.120263536,2,5,Treated,49_4Non-treated,5,2
2023,42,49_4,Oregon,-3.109060959,3,5,Treated,49_4Non-treated,5,2
2023,42,49_4,Oregon,-1.810108608,4,5,Treated,49_4Non-treated,5,2
2023,42,49_4,Oregon,-2.257122719,5,5,Treated,49_4Non-treated,5,2
2023,43,Non-treated,Oregon,0,1,5,Treated,44049_4Non-treated,8,4
2023,43,Non-treated,Oregon,0,2,5,Treated,44049_4Non-treated,8,4
2023,43,Non-treated,Oregon,0,3,5,Treated,44049_4Non-treated,8,4
2023,43,Non-treated,Oregon,0,4,5,Treated,44049_4Non-treated,8,4
2023,43,Non-treated,Oregon,0,5,5,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-0.125163143,1,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-1.391599413,2,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-0.653926467,3,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-0.823917412,4,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-1.062054693,5,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-1.041453875,1,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-1.164209571,2,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-1.678430784,3,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-0.809318612,4,10,Treated,44049_4Non-treated,8,4
2023,43,49_4,Oregon,-0.736632292,5,10,Treated,44049_4Non-treated,8,4
2023,43,4,Oregon,-1.643629277,1,5,Treated,44049_4Non-treated,8,4
2023,43,4,Oregon,-1.052092273,2,5,Treated,44049_4Non-treated,8,4
2023,43,4,Oregon,-1.678430784,3,5,Treated,44049_4Non-treated,8,4
2023,43,4,Oregon,-0.577516998,4,5,Treated,44049_4Non-treated,8,4
2023,43,4,Oregon,-2.240709689,5,5,Treated,44049_4Non-treated,8,4
2023,43,40,Oregon,0.43036266,1,5,Non-treated,44049_4Non-treated,8,4
2023,43,40,Oregon,-0.616774202,2,5,Non-treated,44049_4Non-treated,8,4
2023,43,40,Oregon,0.032789823,3,5,Non-treated,44049_4Non-treated,8,4
2023,43,40,Oregon,0.068562671,4,5,Non-treated,44049_4Non-treated,8,4
2023,43,40,Oregon,0.188508055,5,5,Non-treated,44049_4Non-treated,8,4
2024,45,11,Oregon,-1.373050706,1,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,11,Oregon,-1.913649372,2,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,11,Oregon,-0.682451667,3,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,11,Oregon,-2.061422673,4,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,11,Oregon,-2.739970472,5,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,Non-treated,Oregon,0,1,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,Non-treated,Oregon,0,2,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,Non-treated,Oregon,0,3,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,Non-treated,Oregon,0,4,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,Non-treated,Oregon,0,5,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,U17,Oregon,-1.752539761,1,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,U17,Oregon,-1.317665199,2,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,U17,Oregon,-0.421725209,3,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,U17,Oregon,-1.174124183,4,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,U17,Oregon,-2.54422497,5,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,0.125162265,1,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,-0.634774725,2,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,0.523646878,3,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,0.996612813,4,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,-1.522572105,5,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,40,Oregon,-1.919597762,1,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,40,Oregon,-2.501443296,2,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,40,Oregon,-2.335384952,3,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,40,Oregon,-1.609443003,4,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,40,Oregon,-2.79553762,5,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,22,Oregon,-1.181997712,1,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,22,Oregon,-1.775500873,2,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,22,Oregon,-0.86903831,3,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,22,Oregon,-1.062895948,4,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,22,Oregon,-2.3805949,5,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,-1.181997712,1,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,-2.073995629,2,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,-1.69938978,3,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,-0.871842954,4,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,43,Oregon,-3.406448808,5,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-1.919597762,1,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-1.277661825,2,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-1.39710855,3,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-1.062895948,4,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-2.207750955,5,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-0.820981231,1,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-0.919027152,2,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-0.977250356,3,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-0.788459397,4,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,49_4,Oregon,-2.459065384,5,10,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,4,Oregon,-0.46734083,1,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,4,Oregon,-1.913649372,2,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,4,Oregon,-0.819026839,3,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,4,Oregon,-0.510826472,4,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,4,Oregon,-2.589688357,5,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,M1,Oregon,0.23638868,1,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,M1,Oregon,-0.655609237,2,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,M1,Oregon,1.299283942,3,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,M1,Oregon,-0.396417612,4,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,45,M1,Oregon,-2.459065384,5,5,Treated,41122404349_4M1Non-treatedU17,16,9
2024,46,BM,Oregon,-3.055047804,1,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,-2.085027437,2,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,-0.602996084,3,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,-2.212342804,4,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,-0.709160425,5,10,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-0.62583006,1,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-0.440393341,2,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,0.012498921,3,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-1.723666734,4,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-0.445959775,5,20,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,-0.214022698,1,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,0.473014264,2,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,-0.529162533,3,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,-0.570545481,4,10,Treated,214349_4BMNon-treated,25,5
2024,46,BM,Oregon,0.031249467,5,10,Treated,214349_4BMNon-treated,25,5
2024,46,Non-treated,Oregon,0,1,5,Treated,214349_4BMNon-treated,25,5
2024,46,Non-treated,Oregon,0,2,5,Treated,214349_4BMNon-treated,25,5
2024,46,Non-treated,Oregon,0,3,5,Treated,214349_4BMNon-treated,25,5
2024,46,Non-treated,Oregon,0,4,5,Treated,214349_4BMNon-treated,25,5
2024,46,Non-treated,Oregon,0,5,5,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-3.565873427,1,20,Non-treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-2.576176167,2,20,Non-treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-2.275704356,3,20,Non-treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-3.206951681,4,20,Non-treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-1.63085613,5,20,Non-treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-3.917323947,1,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-4.092489509,2,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-3.970291914,3,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-4.305563969,4,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-3.044522438,5,20,Treated,214349_4BMNon-treated,25,5
2024,46,21,Oregon,-2.969898159,1,5,Non-treated,214349_4BMNon-treated,25,5
2024,46,21,Oregon,-2.678823201,2,5,Non-treated,214349_4BMNon-treated,25,5
2024,46,21,Oregon,-1.877070748,3,5,Non-treated,214349_4BMNon-treated,25,5
2024,46,21,Oregon,-3.006299167,4,5,Non-treated,214349_4BMNon-treated,25,5
2024,46,21,Oregon,-2.408580731,5,5,Non-treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-1.884983448,1,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-0.838679067,2,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-1.388394678,3,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-2.6526452,4,20,Treated,214349_4BMNon-treated,25,5
2024,46,49_4,Oregon,-1.063520969,5,20,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-2.419063743,1,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-0.326135257,2,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-1.279048831,3,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-1.907668697,4,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-1.435084525,5,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-0.370987062,1,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,0.25707075,2,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,0.304828567,3,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-0.395767441,4,10,Treated,214349_4BMNon-treated,25,5
2024,46,43,Oregon,-0.021398758,5,10,Treated,214349_4BMNon-treated,25,5
2024,47,Non-treated,Washington,0,2,5,Treated,49_4Non-treated,5,2
2024,47,Non-treated,Washington,0,4,5,Treated,49_4Non-treated,5,2
2024,47,49_4,Washington,-0.182321557,2,20,Treated,49_4Non-treated,5,2
2024,47,49_4,Washington,0,4,20,Treated,49_4Non-treated,5,2
